,teacher_id,meditation_id,med_list_batch_id,med_list_scrape_date,med_list_scrape_status
0,fabiaadaira,/guided-meditations/t3w7a8p1b4f3p5u3m8a1a5g0z0b8j2b6r3u4p2m4,50,2022-12-13 16:56:01.220305,meditation found
1,fabiaadaira,/guided-meditations/g5z2g5w7v2a4n8s5c8s5r0n4k1t4a0c5a6k7d5w0,50,2022-12-13 16:56:01.220305,meditation found
2,fernanda,/guided-meditations/u1f9g0k5e8p4n2v2g4m7w6u1x5t8r9e3n6w8y6d8,50,2022-12-13 16:56:30.390424,meditation found
3,fernanda,/guided-meditations/j5g9q9u1z4b2b4x5h8q4h4n4p5j8r8e8d4n3w2h6,50,2022-12-13 16:56:30.390424,meditation found
4,fredricmindful,/guided-meditations/s6s8n8y0b5r0w0s5z1r8g8z5j4x6s9e5m7a8t0j7,50,2022-12-13 16:56:40.734930,meditation found
5,fredricmindful,/guided-meditations/w6j0n3j1r6a1s5b4x9f5z5r4g2p5b8x5a4y7w7r8,50,2022-12-13 16:56:40.750555,meditation found
6,fredricmindful,/guided-meditations/d4u7t4k8x9a1e7m0e8t5e2a7b8m1c0a3p5l8l4q0,50,2022-12-13 16:56:40.750555,meditation found
7,fdcw,/guided-meditations/r9q2k8u0s4d3j0p0q1b0p2q8m5q0f0u4u0r4h2b7,50,2022-12-13 16:56:50.970048,meditation found
8,fdcw,/guided-meditations/z7w4f1q4f4d4v3v3b6d2x7e2c0c6e9z1g0w9n7m5,50,2022-12-13 16:56:50.970048,meditation found
9,fdcw,/guided-meditations/e4f5p5d7k7p6w3v2u0v0u1b5d6e7a4j7w3q4j6s7,50,2022-12-13 16:56:50.970048,meditation found
10,fdcw,/guided-meditations/y0q9y8q6e4m9s7b5u1l2u3g9v8n7m8a7w0t8j8f7,50,2022-12-13 16:56:50.970048,meditation found
11,fdcw,/guided-meditations/t9q8b6m3a9u7x9b5y5v8k3d1x4k7c0a2b4m3z2z7,50,2022-12-13 16:56:50.970048,meditation found
12,fdcw,/guided-meditations/s8x2p2a0k9k8u2x5t3s7q4n6h3n9j7p2l3u6q3m3,50,2022-12-13 16:56:50.970048,meditation found
13,fdcw,/guided-meditations/x4h0c2x6h6k4d2j7j7s5a8b4j9v8k4u3g2b1q6f0,50,2022-12-13 16:56:50.985684,meditation found
14,fdcw,/guided-meditations/z9r4n2u6r1q7j4t0k1a7b1s5b0l9c9r7m1d5v0m1,50,2022-12-13 16:56:50.985684,meditation found
15,fdcw,/guided-meditations/a2t2e5a0g1e8t7t8w8n3q4s1n1d8v9p4m8m3e9k9,50,2022-12-13 16:56:50.985684,meditation found
16,fdcw,/guided-meditations/x7m2r1g8f9m8t8g9k5t4v0n8q3b2z2j8x1w6a1e0,50,2022-12-13 16:56:50.985684,meditation found
17,fdcw,/guided-meditations/z5j9q1b8y8e9m8h5y7g7t4r1e0e4d9g3b4k1y8r8,50,2022-12-13 16:56:50.985684,meditation found
18,fdcw,/guided-meditations/c7n8f9z4q5t1m8w7c1w3a6d5p4r6s1z2k1j3m3d8,50,2022-12-13 16:56:50.985684,meditation found
19,fdcw,/guided-meditations/s0w4p9r2a8s6k9g2s1y6t0f2a3m5q5k2g1n9z6s2,50,2022-12-13 16:56:50.985684,meditation found
20,fdcw,/guided-meditations/v5q7m6y5a3x7q0b6c4m5a1l9n5r1w5g4m9l5k0c7,50,2022-12-13 16:56:51.001306,meditation found
21,fdcw,/guided-meditations/n9e5t5g9c1a4x4g1c4h0f4d4v2k2x8f3s1a0s2g6,50,2022-12-13 16:56:51.001306,meditation found
22,fdcw,/guided-meditations/c1t8u8v8v8e9b2r5x2s2f4p8z0f4m0s2n2u9b9f3,50,2022-12-13 16:56:51.001306,meditation found
