,teacher_id,meditation_id,med_list_batch_id,med_list_scrape_date,med_list_scrape_status
0,isadan,/guided-meditations/n9v9a3z3n8e7s5h3w3v6s9g2r3x1f2p2d7j6x7g5,95,2022-12-14 20:06:08.759813,meditation found
1,linz,/guided-meditations/h9n0z4j9a7y4u9k8b7t9v5e5m9n5b5m8c1s9m2w0,95,2022-12-14 20:06:36.631285,meditation found
2,lisariesnerinlight,,95,2022-12-14 20:06:55.446053,meditations not found
3,lovich_kristina,/guided-meditations/n0p2h9g6e4j5c4e7w3h1z4t9b2c7r9y8w3z6c0g4,95,2022-12-14 20:07:03.612441,meditation found
4,hamilton.yoga,/guided-meditations/u6b0y9q6z4g3c1q3s0t6z9a8z9p7x9u0r3a1x9n8,95,2022-12-14 20:07:09.511362,meditation found
5,leeeskey,/guided-meditations/j2p7n0d8g3j6s2b0j9h1a7a1n1d4p1z5v0t6w0d5,95,2022-12-14 20:07:31.446929,meditation found
6,leeeskey,/guided-meditations/c5x0t8n3w6p0v6y9r9x4g8g1t2s0g1v6r0n9d9k4,95,2022-12-14 20:07:31.446929,meditation found
7,leeeskey,/guided-meditations/r7y4n1n1z7v0b6z3z6c4p8p8k0v3x4n2b9t1h0k3,95,2022-12-14 20:07:31.446929,meditation found
8,leeeskey,/guided-meditations/p9w4y5d9q5u5x2m6d9k1x1q5y1v2e8m1x4q1k8a5,95,2022-12-14 20:07:31.446929,meditation found
9,leeeskey,/guided-meditations/z0z4e5a6k7l6w2k4g8c4k9c8w4b8t8a2l5z2k0b6,95,2022-12-14 20:07:31.446929,meditation found
10,yammalabeads,/guided-meditations/n5z7g4l0a4h6k6b9h2n2w3d6x4d1f0p5r0l0v7n8,95,2022-12-14 20:07:57.601535,meditation found
11,artsdansetherapie,/guided-meditations/f7m6u0h4r8k6q2e5f4h0h6d3e4k7g3t3g3m2k4h7,95,2022-12-14 20:08:19.578861,meditation found
12,artsdansetherapie,/guided-meditations/s6y5p7w7m1z4f2g7s3s8j6v0p2g0c4c3d2g2g4r5,95,2022-12-14 20:08:19.578861,meditation found
13,artsdansetherapie,/guided-meditations/f3y0r7x1a0y0x2j1z2r9w8h1j6v1p3r9v0j1s9w6,95,2022-12-14 20:08:19.578861,meditation found
14,change-challenge,,95,2022-12-14 20:08:38.368735,meditations not found
15,lisaholloway,/guided-meditations/x2m6y7v8h6t5s2v9j5z2h1q4d4a3e2e2j8l5m0r5,95,2022-12-14 20:09:26.518154,meditation found
16,lisaholloway,/guided-meditations/c0m2g8v2j0a8e4g4r3p3k8d8a2h9t8v0t3j0c9y2,95,2022-12-14 20:09:26.518154,meditation found
17,gardengoddess,/guided-meditations/w4q4v4d1u8y3c7q2l4q1e1d2d4k5m4y2x7z9m5q2,95,2022-12-14 20:09:32.738882,meditation found
18,gardengoddess,/guided-meditations/r5a5x9m9g2k6c3m5h5j5e6q3r8y9p4y4u9v9q0y0,95,2022-12-14 20:09:32.738882,meditation found
19,theself-careclub,,95,2022-12-14 20:09:51.732491,meditations not found
20,lena_moxon,/guided-meditations/e6f9r5d7u0d0q7m4w7n0x0k0r4c9n4x4t4h5n6g4,95,2022-12-14 20:10:01.931711,meditation found
21,lena_moxon,/guided-meditations/t9t7q8y0d6m4v1y9n8c6b7w2y7x7k8p1x9y3s5r3,95,2022-12-14 20:10:01.931711,meditation found
22,lena_moxon,/guided-meditations/g4z6g2t6n3b4w4h1r3k0h9a8l3q6r0z0w7u0z0w2,95,2022-12-14 20:10:01.931711,meditation found
23,lena_moxon,/guided-meditations/z0z5v1c3k6a4e3v7k5w3g6z5s3z2w9a5n6t8t1p3,95,2022-12-14 20:10:01.931711,meditation found
24,lena_moxon,/guided-meditations/s7w5c7b8u8q2y7k3a1f4n0a5d7u2f7n3x7a1d6w5,95,2022-12-14 20:10:01.931711,meditation found
25,loriclemmons,/guided-meditations/w9c0b5e9x7v3d6v5k8q7c8n3q2b3q7w6k2a8u3u3,95,2022-12-14 20:10:24.165278,meditation found
26,loriclemmons,/guided-meditations/v1y4f3s1j6d1d7a4h4g4w2g3d6m0c8j3y1w2f5j5,95,2022-12-14 20:10:24.165278,meditation found
27,loriclemmons,/guided-meditations/f9e8j2m4b1c1x3d3a7v2x8e0b0h3e8x9p6h6g0f3,95,2022-12-14 20:10:24.165278,meditation found
