,teacher_id,meditation_id,med_list_batch_id,med_list_scrape_date,med_list_scrape_status
0,maitriall,/guided-meditations/e8y1c7r9k0y9s3p4b5u3g4y0p8n9m0w0a6t6y7p8,73,2022-12-14 08:46:54.847969,meditation found
1,jessicagoletz,/guided-meditations/q8k4g1f9k8j8y3k2g8g2r0q1n0k1h9p6p1h1q5e5,73,2022-12-14 08:47:18.808645,meditation found
2,restercise,/guided-meditations/k0r9h1x8c7f0x9m8w5r3b6n1h8q8k7q9k6h1q3m1,73,2022-12-14 08:47:42.857715,meditation found
3,restercise,/guided-meditations/s3d4d5h4u9k2w0a5n7q1w8s3t8h8j5w0d1t1t6f9,73,2022-12-14 08:47:42.857715,meditation found
4,restercise,/guided-meditations/n7p2a2m1a6r7t2t5j4e2f9j9g9e7r2f6j4y9n8k0,73,2022-12-14 08:47:42.857715,meditation found
5,restercise,/guided-meditations/k9m8v3j9u2d9z1l0q6c5s5f8e5e1y7e0a4c4s8l4,73,2022-12-14 08:47:42.857715,meditation found
6,restercise,/guided-meditations/u5k1c8y1p8u4e3n9p9g7h1d7v1u6f7k2b0n5b4p8,73,2022-12-14 08:47:42.857715,meditation found
7,restercise,/guided-meditations/w1s5f3p7r9q6v2a5z3c0d2r9w4a9h1u8l9l7e8a5,73,2022-12-14 08:47:42.857715,meditation found
8,restercise,/guided-meditations/c7d3a6v3b6n5w6d6f0z6h3r3c3c4m9f8q8h0z0c6,73,2022-12-14 08:47:42.857715,meditation found
9,jcv,/guided-meditations/t9a0r3m6z0x1u0h1c9g6d6k4k3q8g0y2m6t3u8d6,73,2022-12-14 08:48:04.987135,meditation found
10,jeanakataria,/guided-meditations/u2q2s4v8t8v3g1r7m8u4r8s5r7c1z0t2q0z9h3n7,73,2022-12-14 08:48:28.962213,meditation found
11,jeanakataria,/guided-meditations/v7a7d2w4k0g2t4l0p1p1t3x2d6n0x3k3f7k2u9q0,73,2022-12-14 08:48:28.962213,meditation found
12,jeanakataria,/guided-meditations/d5r7u4m1m6y4h0m5r6t2g9a7v0u9g7j0w7g2f3e2,73,2022-12-14 08:48:28.977736,meditation found
13,jumelot,/guided-meditations/c1q7m2z2b4h3r7h6e2b2a8t4l2s3v3v5r0n8l8f7,73,2022-12-14 08:48:50.913092,meditation found
14,jonkeppel,/guided-meditations/t6q4m3e2b8k4u8w9v3v6z6p3t3w0u0w7q0p7p9w3,73,2022-12-14 08:49:14.161304,meditation found
15,jonkeppel,/guided-meditations/f2v1n0p3b5u6q0p9d9k5v6p6g0t4r6e6c5x7q9x3,73,2022-12-14 08:49:14.161304,meditation found
16,jonkeppel,/guided-meditations/p0l4z5q1d1d1h1h2k5l6q8w2m7j4u2c6e1r1p2h4,73,2022-12-14 08:49:14.161304,meditation found
17,jonkeppel,/guided-meditations/g0c7t8b1q1v5b5n6w5g6j2w5q8s9d0v5c5w4h1a4,73,2022-12-14 08:49:14.161304,meditation found
18,jonkeppel,/guided-meditations/k4c3w6w2s7t7j8n0w0l5w2x1k6a0y5a0x0r8j7r4,73,2022-12-14 08:49:14.161304,meditation found
19,jonkeppel,/guided-meditations/n5s5e9h4q3d3f9j8s0m2b0n6x0e4k6x7q5x0j0j6,73,2022-12-14 08:49:14.161304,meditation found
20,jonkeppel,/guided-meditations/b3w1r2y0n5b6p6w5d4y1q4m4t7c6l9b2b4m4n9s9,73,2022-12-14 08:49:14.161304,meditation found
21,jonkeppel,/guided-meditations/x1w9k0g7k7a7j1g7e7q8u9j5n7q4c1p0c8s6b7w1,73,2022-12-14 08:49:14.161304,meditation found
22,jonkeppel,/guided-meditations/u7t8k6d2q1k2q9r9w0r5y3w5e7w8l4e6a8c8f8v8,73,2022-12-14 08:49:14.161304,meditation found
23,jonkeppel,/guided-meditations/k5q3z3k7w3a0s6j3j1k6u6z4e6h4d6y6d9d1q4a1,73,2022-12-14 08:49:14.161304,meditation found
24,jonkeppel,/guided-meditations/m0q7t1h3f5a7w2h0u5f2v4k5l2g3f3l8g3q9s5l4,73,2022-12-14 08:49:14.161304,meditation found
25,jonkeppel,/guided-meditations/r9g1n2e1q2e4n6y3m1x4n4p9r0k8q0p0d5r7l5v2,73,2022-12-14 08:49:14.161304,meditation found
26,jonkeppel,/guided-meditations/e8m9x4g3f0d8y5u1r0p4w8w2t4m2n6z2e8f8w2h9,73,2022-12-14 08:49:14.161304,meditation found
27,jonkeppel,/guided-meditations/t2q8g3q4z5u8r8l4c2a2y2p1m2s7e6d6f0m8f7s6,73,2022-12-14 08:49:14.161304,meditation found
28,jonkeppel,/guided-meditations/s3d6k6z9j8p1s7s7b8p8n6j7l8f7s9v6f5u7u9h0,73,2022-12-14 08:49:14.161304,meditation found
29,jonkeppel,/guided-meditations/r7e2q1v8c2k3z0b8m1w9j6q2j4t8f1e8e5h0p5x0,73,2022-12-14 08:49:14.161304,meditation found
30,jonkeppel,/guided-meditations/q8z9g6e2k6h5t8g0t9a5t4q2y0b4x2p6x7n3k9q7,73,2022-12-14 08:49:14.161304,meditation found
31,jonkeppel,/guided-meditations/g7g1y8d5l0r9n6f5n2j3c4d9c2e7a5l0k7y7u9x7,73,2022-12-14 08:49:14.176899,meditation found
32,jonkeppel,/guided-meditations/v6t1j6d5x9a8n6t8v7t9e7a4n0b6x3d8v4r4y9j2,73,2022-12-14 08:49:14.176899,meditation found
33,jonkeppel,/guided-meditations/q2e8e6u5w1x2y8y3b3c9c8p7k4y3s7y0m0r2t8x9,73,2022-12-14 08:49:14.176899,meditation found
34,jonkeppel,/guided-meditations/k1g2g8b2v2t2h6y8x1w5f6n7g4j0k1j0v7x1t4h1,73,2022-12-14 08:49:14.176899,meditation found
35,jonkeppel,/guided-meditations/h3n4y4g0c0s9y2e7x2e6f5q5h3s6h4z6x8l6e9p6,73,2022-12-14 08:49:14.176899,meditation found
36,jonkeppel,/guided-meditations/l4g1r6a9l7x2f5s1u5r9j6g4a1c5g7c2a4y7m4t3,73,2022-12-14 08:49:14.192539,meditation found
37,jonkeppel,/guided-meditations/v0r4y3s7j6w0m6x9s1r3f4w3h9d7u6v0a8h5t2z1,73,2022-12-14 08:49:14.192539,meditation found
38,jonkeppel,/guided-meditations/m1d4w3y4l8y7b9r6x1s4f1s9j7j3m4z7u2y0d8k6,73,2022-12-14 08:49:14.192539,meditation found
39,jonkeppel,/guided-meditations/k1m9n8e2h7k0n3u1t8r8f3c9c1x3c7a9d1x5s8j4,73,2022-12-14 08:49:14.192539,meditation found
40,solas,/guided-meditations/b7u7k0d0d6f1q0l9t3b4k2r7c0s4t3q5d1k2f2b7,73,2022-12-14 08:49:36.291449,meditation found
41,solas,/guided-meditations/d8g2w0r0s7p3n9y0g5d8k7v3q7e6k5u2y7b3v6p7,73,2022-12-14 08:49:36.291449,meditation found
42,solas,/guided-meditations/v1b1q0v3k9s9h0a1g8m2j9a9g5x0j4f3n8a1u3v2,73,2022-12-14 08:49:36.291449,meditation found
43,solas,/guided-meditations/j6q3k2r6h7f3p7p9x7v4d6u1q2d4d0p0a0x0m7s7,73,2022-12-14 08:49:36.291449,meditation found
44,solas,/guided-meditations/p2f5r6s3h0v3e0x9d5l1p4n5u9k6j0v3d2r6f1q2,73,2022-12-14 08:49:36.291449,meditation found
45,solas,/guided-meditations/m3z6q9f9w8x6u4k7g3j8y9d5d5r2a1p3j3r7k2u0,73,2022-12-14 08:49:36.291449,meditation found
46,joshuaclark,/guided-meditations/j4q0d7f2y9x1d7x6e1p5w4u3k2x5k7t9h4c2e0f2,73,2022-12-14 08:49:58.095672,meditation found
47,joshuaclark,/guided-meditations/t4u0h3m6k0a9u2f2v7q0b7s5f0k2s0t7z2p1b6e0,73,2022-12-14 08:49:58.095672,meditation found
48,jodieharrison,/guided-meditations/l0n5v1w0w6v1k0w4a4a2g9v4f7z8x3d0r1e0s6m1,73,2022-12-14 08:50:22.099550,meditation found
49,plenteous,/guided-meditations/e3y3p0n4b3u9x3w5c2n5n2a5m0d2s9t9g8j2s2h9,73,2022-12-14 08:50:43.960458,meditation found
50,johncoleman,/guided-meditations/f1j8w5y3f1g1h4p8s4g1p4e8c1u3g5j0p8w5z1b8,73,2022-12-14 08:51:08.074986,meditation found
51,jessicarachel,/guided-meditations/q8n0a4m8u8e0x0j8g1m0w8h5j4y3g5n0k4r1h1r3,73,2022-12-14 08:51:30.231054,meditation found
52,jivanamara,/guided-meditations/u9m5t9h1f1x7m2y8j9d6c1b0e8z1w0m2f7r0k2d5,73,2022-12-14 08:51:36.967024,meditation found
53,arcmard,/guided-meditations/m3m9f1j1l1f2e9f9d7f5t1e5b3g4r6h1y3a7s9r7,73,2022-12-14 08:52:04.770848,meditation found
54,arcmard,/guided-meditations/v2t0e0c8y0x1c5r0k4n5f2e8g0c4n7c4c4t6h9a2,73,2022-12-14 08:52:04.770848,meditation found
55,arcmard,/guided-meditations/r0c5y5k2d1w8c2v0k8w4m4g1x8y2r2x8v7j6p7k7,73,2022-12-14 08:52:04.770848,meditation found
56,arcmard,/guided-meditations/u6c4j6q4c6a7r0e6w2l9j0p9j6d3n9s6s0x0n3c7,73,2022-12-14 08:52:04.770848,meditation found
57,arcmard,/guided-meditations/f6z8g9d6j9w8j9a7y7y5m4g6t8s2t9r9g9v1e2d3,73,2022-12-14 08:52:04.770848,meditation found
58,arcmard,/guided-meditations/n6w5y8n7k6x5d0x4m2u2w4s4e4j7c3z3v9v6m6n9,73,2022-12-14 08:52:04.770848,meditation found
59,jenniferkurdyla,/guided-meditations/d4j8n9m5m4n3u2v7b1j7k0x9d7q8g8j4k4v1w9w4,73,2022-12-14 08:52:31.706143,meditation found
60,johnrawaware,/guided-meditations/q6r3v4f9k2z9f0m0t0k9u2b1l3k8c7d3q6x4k6f0,73,2022-12-14 08:52:55.945316,meditation found
61,johnrawaware,/guided-meditations/w2x5d3y9k5g8g8w8u2n0c8d3t0g6u3s1r9v9v6p9,73,2022-12-14 08:52:55.945316,meditation found
