,teacher_id,meditation_id,med_list_batch_id,med_list_scrape_date,med_list_scrape_status
0,kendamico,/guided-meditations/z3z1w3j3m2a5r8n0g8s9h8e1g1a0w4f6u6t2x0j8,81,2022-12-14 12:57:52.179778,meditation found
1,kendamico,/guided-meditations/b6l5g7g7t3a0f7r6w6c6e7c3x2c9z8r1p3b3s0y7,81,2022-12-14 12:57:52.180780,meditation found
2,kendamico,/guided-meditations/a1w5w8b5p9t6g2y8q7p0r3d2v6k8q0t0r2w9z8w3,81,2022-12-14 12:57:52.181787,meditation found
3,kendamico,/guided-meditations/k8h8m5l3r3e2m6k8b1l7g7p3a5n2j1n9l0m2p7y6,81,2022-12-14 12:57:52.182789,meditation found
4,kendamico,/guided-meditations/b5z4a7r2n1s5e5u1q0b2a3v5m4u1w6d4x4r1u8n1,81,2022-12-14 12:57:52.183789,meditation found
5,kendamico,/guided-meditations/r7v9z6z6y4j8y2g7f1q2x9c0d4a8p0r0y9j7j7d7,81,2022-12-14 12:57:52.184787,meditation found
6,kendamico,/guided-meditations/w0n7m5y0f2j5q8k9n9v4s2p3m2g6h6u7z7s1m2b2,81,2022-12-14 12:57:52.185787,meditation found
7,kendamico,/guided-meditations/e4k3v0u3g0w7r7g7e7s4g8d7v2g0x4p0p8s8b7k4,81,2022-12-14 12:57:52.186788,meditation found
8,kendamico,/guided-meditations/n0h8a3n6g7p1e2k8x8n9s0d9d7u4g9l5t2n9f5m7,81,2022-12-14 12:57:52.188295,meditation found
9,kendamico,/guided-meditations/a7c8u0f4n4c8s8e9j6v3b4v7m6w9u9d9n6t6p4q4,81,2022-12-14 12:57:52.189305,meditation found
10,kendamico,/guided-meditations/b3w3d8y7z9u0c0p0y5b5t7j6d5j6w3p0g8n4q1p9,81,2022-12-14 12:57:52.189305,meditation found
11,kendamico,/guided-meditations/e5j1u4k5e3m4a5j7p1r3q0x9j5t9d0k8d9s9m7r4,81,2022-12-14 12:57:52.190305,meditation found
12,kendamico,/guided-meditations/f7f1t8r2u5z0v5g1n7e8x8n0t2y0m9v7y9a9p9b3,81,2022-12-14 12:57:52.191305,meditation found
13,kendamico,/guided-meditations/s9c8z1t9x1t8y0k5e7s2c5q8t2a1u5u0g9w0k9f5,81,2022-12-14 12:57:52.192313,meditation found
14,kendamico,/guided-meditations/x7j4z1m0s1p7k6y1b9n1s2q1q4x8q6c3t7k1b3r6,81,2022-12-14 12:57:52.193313,meditation found
15,kendamico,/guided-meditations/d3c4f5d2u9l1c5c8a7n2p1u9f3g3x3e8h1a5w2f4,81,2022-12-14 12:57:52.194314,meditation found
16,kathrin,/guided-meditations/c9r5j7m8u1m5u9s3p4x6h4v3y7j8n9n4h1s5z6e3,81,2022-12-14 12:57:59.826722,meditation found
17,kathrin,/guided-meditations/l1m3u1w7r3p1k6s9x7n9v6f1s3m9k5c4v2e1y0y5,81,2022-12-14 12:57:59.828317,meditation found
18,kathrin,/guided-meditations/w7u6z6f7n1y8y7k8y5k2f9x6r2v4a8j0m6z4u8g1,81,2022-12-14 12:57:59.828317,meditation found
19,kathrin,/guided-meditations/k7w3m6h5s3e1j0r3z6h6j9e9k4z1e5t7v0r8d4b4,81,2022-12-14 12:57:59.829340,meditation found
20,kathrin,/guided-meditations/h3r3v8y9h2w9k2t8b9r3l0c2j8v3z1z5s7q7e9y6,81,2022-12-14 12:57:59.830354,meditation found
21,guidancebykate,/guided-meditations/g5h1g3a0v6j8g9g0s6u0e2l1t8q5d8p9d8k5k0a2,81,2022-12-14 12:58:22.250001,meditation found
22,guidancebykate,/guided-meditations/x1c8j9s2f8b2e8x9k9j2y8h8j0w7t3q2u9m8c2e4,81,2022-12-14 12:58:22.250989,meditation found
23,guidancebykate,/guided-meditations/b6m7h4n3k0d2v7a3g5t8p1c0a9v3b1p9s1b2f6y0,81,2022-12-14 12:58:22.251996,meditation found
24,guidancebykate,/guided-meditations/h3p4a0p5x6r4b3k3u0s9p1b9z2y1h0j4k2e7k2q8,81,2022-12-14 12:58:22.252995,meditation found
25,guidancebykate,/guided-meditations/e0a0q6s5d9f4x2j3j0r9b3b0p4b0y3n1x6e9d0p5,81,2022-12-14 12:58:22.252995,meditation found
26,guidancebykate,/guided-meditations/n6y5t8t7e7a5e0l6w5e9c3x8t0u6w3k1z3f2j8s8,81,2022-12-14 12:58:22.253994,meditation found
27,esoterictherapeutic,/guided-meditations/a0v7n9g7d9q5f4v7s2a8d3b0v5a9a2k5w1x0y9j0,81,2022-12-14 12:58:50.582963,meditation found
28,esoterictherapeutic,/guided-meditations/u0j0s3b9r0c2y6r9f1a2t8e4d0t8l2b7j0n4k3q7,81,2022-12-14 12:58:50.583978,meditation found
29,esoterictherapeutic,/guided-meditations/e8p6g9a1d8d2y1f8c8b9l7a1h6a9e0m3f7x0m4w2,81,2022-12-14 12:58:50.584915,meditation found
30,karolina,/guided-meditations/z2e8m0w0x5v2h8k0z0u0w2q8u3l0u2n9f7q8q5k8,81,2022-12-14 12:58:57.198429,meditation found
31,karolina,/guided-meditations/g4e8h1f2c2d9v6k6u0h8x2w5h5g0d2n2y5h2a1h0,81,2022-12-14 12:58:57.204002,meditation found
32,karolina,/guided-meditations/r5z3w3k8r2f6p1j9v1r2t3t7j3p1w8y6p6m1e2n4,81,2022-12-14 12:58:57.209592,meditation found
33,karolina,/guided-meditations/l2a4w3l8x7k3n3u0e0v5x7u4h8g0m1b5b7v6h8e7,81,2022-12-14 12:58:57.212585,meditation found
34,karolina,/guided-meditations/s1e7r0l8y6s8d6q2f3b4m0a3v8w3m4k4w4v1u7t4,81,2022-12-14 12:58:57.215584,meditation found
35,karolina,/guided-meditations/c7k1x9c4n5r9g7f3c8q9a2u4v3t1c1h4j6s5z3t5,81,2022-12-14 12:58:57.222073,meditation found
36,karolina,/guided-meditations/u4u0n5t7u0k9a5y8h0k0e5g9f1y8r9q9s8r9g9b1,81,2022-12-14 12:58:57.229679,meditation found
37,karolina,/guided-meditations/z2p8e3b4z4h3d0k6y0b3u6q2e3w0k0p9a6x0z4x8,81,2022-12-14 12:58:57.232738,meditation found
38,kaylamorgan,/guided-meditations/e5c2w0l1f7n3l8k5z3c4p6j1c9l1e1y8u5m0a9z1,81,2022-12-14 12:59:05.476947,meditation found
39,kaylamorgan,/guided-meditations/x6b6n2y8n2a9r3w7q0w0n5p0w5s2v3k7b0q9j3u9,81,2022-12-14 12:59:05.486476,meditation found
40,yogawithkennedi,/guided-meditations/j4l6s8g9b7z3h0g9m1p3c6b0s9l7q0x2n0k3s7h2,81,2022-12-14 12:59:13.328429,meditation found
41,yogawithkennedi,/guided-meditations/v6t7x2a0d2c3l8w1r5v8n7g6r6r4u3a9b2c2y4g3,81,2022-12-14 12:59:13.331418,meditation found
42,yogawithkennedi,/guided-meditations/n6u6c1e5x5d5w2g1p8m6e4q4s3e3s6b3g6k4f1k2,81,2022-12-14 12:59:13.334447,meditation found
43,drkwaltman,/guided-meditations/n7n6v2n4y3s2e3t7f2n4r7g4y1k6z8b1n9e6t2r5,81,2022-12-14 12:59:23.309254,meditation found
44,drkwaltman,/guided-meditations/h7p1s4g5n5q9e2g7n8k2e5c8p2a0l1j3p7q7c1z6,81,2022-12-14 12:59:23.310265,meditation found
45,kellyabarrett,/guided-meditations/j8h5m1z0j5n5c2u2d1w4w0b6r1z6p0g4w5x6x4n7,81,2022-12-14 12:59:45.601055,meditation found
